Ra: Va                    Vw
40030: 2.551160            2.460450
40040: 2.550627            2.461065
40050: 2.550094            2.461679
40060: 2.549562            2.462294
40070: 2.549029            2.462909
40080: 2.548497            2.463523
40090: 2.547965            2.464138
40100: 2.547433            2.464752
40110: 2.546902            2.465367
40120: 2.546371            2.465982
40130: 2.545840            2.466597
40140: 2.545309            2.467211
40150: 2.544778            2.467826
40160: 2.544248            2.468440
40170: 2.543718            2.469055
40180: 2.543188            2.469670
40190: 2.542658            2.470284
40200: 2.542129            2.470899
40210: 2.541600            2.471514
40220: 2.541071            2.472128
40230: 2.540542            2.472743
40240: 2.540013            2.473357
40250: 2.539485            2.473972
40260: 2.538957            2.474587
40270: 2.538429            2.475202
40280: 2.537901            2.475816
40290: 2.537374            2.476431
40300: 2.536847            2.477046
40310: 2.536320            2.477660
40320: 2.535793            2.478275
40330: 2.535266            2.478889
40340: 2.534740            2.479504
40350: 2.534214            2.480119
40360: 2.533688            2.480733
40370: 2.533163            2.481348
40380: 2.532637            2.481963
40390: 2.532112            2.482577
40400: 2.531587            2.483192
40410: 2.531062            2.483807
40420: 2.530538            2.484421
40430: 2.530013            2.485036
40440: 2.529489            2.485651
40450: 2.528965            2.486265
40460: 2.528442            2.486880
40470: 2.527918            2.487495
40480: 2.527395            2.488109
40490: 2.526872            2.488724
40500: 2.526349            2.489338
40510: 2.525827            2.489953
40520: 2.525304            2.490568
40530: 2.524782            2.491183
40540: 2.524260            2.491797
40550: 2.523739            2.492412
40560: 2.523217            2.493026
40570: 2.522696            2.493641
40580: 2.522175            2.494256
40590: 2.521654            2.494870
40600: 2.521134            2.495485
40610: 2.520613            2.496100
40620: 2.520093            2.496714
40630: 2.519573            2.497329
40640: 2.519054            2.497944
40650: 2.518534            2.498558
40660: 2.518015            2.499173
40670: 2.517496            2.499788
40680: 2.516977            2.500402
40690: 2.516458            2.501017
40700: 2.515940            2.501631
40710: 2.515422            2.502246
40720: 2.514904            2.502861
40730: 2.514386            2.503476
40740: 2.513869            2.504090
40750: 2.513351            2.504705
40760: 2.512834            2.505319
40770: 2.512317            2.505934
40780: 2.511801            2.506549
40790: 2.511284            2.507164
40800: 2.510768            2.507778
40810: 2.510252            2.508393
40820: 2.509736            2.509007
40821: 2.509685            2.509069
40822: 2.509633            2.509130
40823: 2.509582            2.509192
40824: 2.509530            2.509253
40825: 2.509478            2.509315
40826: 2.509427            2.509376
40827: 2.509375            2.509438
40830: 2.509221
40840: 2.508705
40850: 2.508190
40860: 2.507675
40870: 2.507160
40880: 2.506646
40890: 2.506132
40900: 2.505618
40910: 2.505104
40920: 2.504590
40930: 2.504077
40940: 2.503564
40950: 2.503051
40960: 2.502538
40970: 2.502025
40980: 2.501513
40990: 2.501001
41000: 2.500489
41010: 2.499977
41020: 2.499466
41030: 2.498954
41040: 2.498443
41050: 2.497932
41060: 2.497422
41070: 2.496911
41080: 2.496401
41090: 2.495891
41100: 2.495381
41110: 2.494872
41120: 2.494362
41130: 2.493853
41140: 2.493344
41150: 2.492836
41160: 2.492327
41170: 2.491819
41180: 2.491310
41190: 2.490803
41200: 2.490295
41210: 2.489787
41220: 2.489280
41230: 2.488773
41240: 2.488266
41250: 2.487760
41260: 2.487253
41270: 2.486747
41280: 2.486241
41290: 2.485735
41300: 2.485229
41310: 2.484724
41320: 2.484219
41330: 2.483714
41340: 2.483209
41350: 2.482705
41360: 2.482200
41370: 2.481696
41380: 2.481193
41390: 2.480689
41400: 2.480185
41410: 2.479682
41420: 2.479179
41430: 2.478676
41440: 2.478173
41450: 2.477671
41460: 2.477169
41470: 2.476666
41480: 2.476165
41490: 2.475663
41500: 2.475162
41510: 2.474661
41520: 2.474159
41530: 2.473659
41540: 2.473158
41550: 2.472658
41560: 2.472157
41570: 2.471658
41580: 2.471158
41590: 2.470658
41600: 2.470159
41610: 2.469660
41620: 2.469161
41630: 2.468662
41640: 2.468163
41650: 2.467665
41660: 2.467167
41670: 2.466669
41680: 2.466171
41690: 2.465674
41700: 2.465177
41710: 2.464679
41720: 2.464183
41730: 2.463686
41740: 2.463189
41750: 2.462693
41760: 2.462197
41770: 2.461701
41780: 2.461205
41790: 2.460710
41800: 2.460215
41810: 2.459720
41820: 2.459225
41830: 2.458730
41840: 2.458236
41850: 2.457741
41860: 2.457247
41870: 2.456753
41880: 2.456260
41890: 2.455766
41900: 2.455273
41910: 2.454780
41920: 2.454287
41930: 2.453794
41940: 2.453302
41950: 2.452810
41960: 2.452318
41970: 2.451826
41980: 2.451334
41990: 2.450843
42000: 2.450351
42010: 2.449861
42020: 2.449370
42030: 2.448879
42040: 2.448389
42050: 2.447898
42060: 2.447408
42070: 2.446918
42080: 2.446429
42090: 2.445940
42100: 2.445450
42110: 2.444961
42120: 2.444472
42130: 2.443984
42140: 2.443495
42150: 2.443007
42160: 2.442519
42170: 2.442031
42180: 2.441543
42190: 2.441056
42200: 2.440569
42210: 2.440082
42220: 2.439595
42230: 2.439108
42240: 2.438622
42250: 2.438135
42260: 2.437649
42270: 2.437164
42280: 2.436678
42290: 2.436192
42300: 2.435707
42310: 2.435222
42320: 2.434737
42330: 2.434252
42340: 2.433768
42350: 2.433284
42360: 2.432799
42370: 2.432316
42380: 2.431832
42390: 2.431348
42400: 2.430865
42410: 2.430382
42420: 2.429899
42430: 2.429416
42440: 2.428934
42450: 2.428451
42460: 2.427969
42470: 2.427487
42480: 2.427005
42490: 2.426524
42500: 2.426043
42510: 2.425561
42520: 2.425080
42530: 2.424599
42540: 2.424119
42550: 2.423639
42560: 2.423158
42570: 2.422678
42580: 2.422198
42590: 2.421719
42600: 2.421239
42610: 2.420760
42620: 2.420281
42630: 2.419802
42640: 2.419323
42650: 2.418845
42660: 2.418367
42670: 2.417889
42680: 2.417411
42690: 2.416933
42700: 2.416456
42710: 2.415978
42720: 2.415501
42730: 2.415024
42740: 2.414547
42750: 2.414071
42760: 2.413594
42770: 2.413118
42780: 2.412642
42790: 2.412167
42800: 2.411691
42810: 2.411216
42820: 2.410740
42830: 2.410265
42840: 2.409791
42850: 2.409316
42860: 2.408842
42870: 2.408367
42880: 2.407893
42890: 2.407419
42900: 2.406945
42910: 2.406472
42920: 2.405999
42930: 2.405526
42940: 2.405053
42950: 2.404580
42960: 2.404107
42970: 2.403635
42980: 2.403163
42990: 2.402691
43000: 2.402219
43010: 2.401747
43020: 2.401276
43030: 2.400805
43040: 2.400334
43050: 2.399863
43060: 2.399392
43070: 2.398921
43080: 2.398451
43090: 2.397981
43100: 2.397511
43110: 2.397042
43120: 2.396572
43130: 2.396102
43140: 2.395633
43150: 2.395164
43160: 2.394696
43170: 2.394227
43180: 2.393759
43190: 2.393290
43200: 2.392822
43210: 2.392354
43220: 2.391887
43230: 2.391419
43240: 2.390952
43250: 2.390485
43260: 2.390018
43270: 2.389551
43280: 2.389085
43290: 2.388618
43300: 2.388152
43310: 2.387686
43320: 2.387220
43330: 2.386754
43340: 2.386289
43350: 2.385824
43360: 2.385359
43370: 2.384894
43380: 2.384429
43390: 2.383964
43400: 2.383500
43410: 2.383036
43420: 2.382572
43430: 2.382108
43440: 2.381644
43450: 2.381181
43460: 2.380718
43470: 2.380255
43480: 2.379792
43490: 2.379329
43500: 2.378866
43510: 2.378404
43520: 2.377942
43530: 2.377480
43540: 2.377018
43550: 2.376557
43560: 2.376095
43570: 2.375634
43580: 2.375173
43590: 2.374712
43600: 2.374251
43610: 2.373791
43620: 2.373330
43630: 2.372870
43640: 2.372410
43650: 2.371950
43660: 2.371491
43670: 2.371032
43680: 2.370572
43690: 2.370113
43700: 2.369654
43710: 2.369195
43720: 2.368737
43730: 2.368279
43740: 2.367821
43750: 2.367362
43760: 2.366905
43770: 2.366447
43780: 2.365990
43790: 2.365532
43800: 2.365075
43810: 2.364618
43820: 2.364162
43830: 2.363705
43840: 2.363249
43850: 2.362793
43860: 2.362336
43870: 2.361881
43880: 2.361425
43890: 2.360970
43900: 2.360514
43910: 2.360059
43920: 2.359604
43930: 2.359149
43940: 2.358695
43950: 2.358240
43960: 2.357786
43970: 2.357332
43980: 2.356878
43990: 2.356425
44000: 2.355971
44010: 2.355518
44020: 2.355065
44030: 2.354612
44040: 2.354159
44050: 2.353706
44060: 2.353254
44070: 2.352801
44080: 2.352349
44090: 2.351897
44100: 2.351446
44110: 2.350994
44120: 2.350543
44130: 2.350091
44140: 2.349640
44150: 2.349190
44160: 2.348739
44170: 2.348288
44180: 2.347838
44190: 2.347388
44200: 2.346938
44210: 2.346488
44220: 2.346038
44230: 2.345589
44240: 2.345140
44250: 2.344691
44260: 2.344242
44270: 2.343793
44280: 2.343344
44290: 2.342896
44300: 2.342448
44310: 2.342000
44320: 2.341552
44330: 2.341104
44340: 2.340656
44350: 2.340209
44360: 2.339762
44370: 2.339315
44380: 2.338868
44390: 2.338421
44400: 2.337975
44410: 2.337528
44420: 2.337082
44430: 2.336636
44440: 2.336190
44450: 2.335745
44460: 2.335299
44470: 2.334854
44480: 2.334409
44490: 2.333964
44500: 2.333519
44510: 2.333075
44520: 2.332630
44530: 2.332186
44540: 2.331742
44550: 2.331298
44560: 2.330854
44570: 2.330410
44580: 2.329967
44590: 2.329524
44600: 2.329081
44610: 2.328638
44620: 2.328195
44630: 2.327753
44640: 2.327310
44650: 2.326868
44660: 2.326426
44670: 2.325984
44680: 2.325542
44690: 2.325101
44700: 2.324660
44710: 2.324219
44720: 2.323777
44730: 2.323337
44740: 2.322896
44750: 2.322455
44760: 2.322015
44770: 2.321575
44780: 2.321135
44790: 2.320695
44800: 2.320256
44810: 2.319816
44820: 2.319377
44830: 2.318938
44840: 2.318499
44850: 2.318060
44860: 2.317621
44870: 2.317183
44880: 2.316744
44890: 2.316306
44900: 2.315868
44910: 2.315430
44920: 2.314993
44930: 2.314555
44940: 2.314118
44950: 2.313681
44960: 2.313244
44970: 2.312807
44980: 2.312371
44990: 2.311934
45000: 2.311498
45010: 2.311062
45020: 2.310626
45030: 2.310190
45040: 2.309754
45050: 2.309319
45060: 2.308884
45070: 2.308449
45080: 2.308013
45090: 2.307579
45100: 2.307144
45110: 2.306710
45120: 2.306275
45130: 2.305841
45140: 2.305407
45150: 2.304973
45160: 2.304540
45170: 2.304106
45180: 2.303673
45190: 2.303240
45200: 2.302807
45210: 2.302374
45220: 2.301942
45230: 2.301509
45240: 2.301077
45250: 2.300645
45260: 2.300213
45270: 2.299781
45280: 2.299349
45290: 2.298918
45300: 2.298486
45310: 2.298055
45320: 2.297624
45330: 2.297194
45340: 2.296763
45350: 2.296332
45360: 2.295902
45370: 2.295472
45380: 2.295042
45390: 2.294612
45400: 2.294182
45410: 2.293753
45420: 2.293323
45430: 2.292894
45440: 2.292465
45450: 2.292036
45460: 2.291608
45470: 2.291179
45480: 2.290751
45490: 2.290323
45500: 2.289895
45510: 2.289467
45520: 2.289039
45530: 2.288611
45540: 2.288184
45550: 2.287757
45560: 2.287330
45570: 2.286903
45580: 2.286476
45590: 2.286049
45600: 2.285623
45610: 2.285197
45620: 2.284770
45630: 2.284345
45640: 2.283919
45650: 2.283493
45660: 2.283068
45670: 2.282643
45680: 2.282217
45690: 2.281792
45700: 2.281368
45710: 2.280943
45720: 2.280519
45730: 2.280094
45740: 2.279670
45750: 2.279246
45760: 2.278822
45770: 2.278399
45780: 2.277975
45790: 2.277552
45800: 2.277128
45810: 2.276705
45820: 2.276282
45830: 2.275860
45840: 2.275437
45850: 2.275015
45860: 2.274592
45870: 2.274170
45880: 2.273748
45890: 2.273327
45900: 2.272905
45910: 2.272484
45920: 2.272062
45930: 2.271641
45940: 2.271220
45950: 2.270799
45960: 2.270379
45970: 2.269958
45980: 2.269538
45990: 2.269117
46000: 2.268698
46010: 2.268278
46020: 2.267858
46030: 2.267438
46040: 2.267019
46050: 2.266600
46060: 2.266181
46070: 2.265762
46080: 2.265343
46090: 2.264924
46100: 2.264506
46110: 2.264087
46120: 2.263669
46130: 2.263251
46140: 2.262834
46150: 2.262416
46160: 2.261998
46170: 2.261581
46180: 2.261164
46190: 2.260747
46200: 2.260330
46210: 2.259913
46220: 2.259496
46230: 2.259080
46240: 2.258664
46250: 2.258248
46260: 2.257832
46270: 2.257416
46280: 2.257000
46290: 2.256585
46300: 2.256169
46310: 2.255754
46320: 2.255339
46330: 2.254924
46340: 2.254509
46350: 2.254095
46360: 2.253681
46370: 2.253266
46380: 2.252852
46390: 2.252438
46400: 2.252024
46410: 2.251611
46420: 2.251197
46430: 2.250784
46440: 2.250371
46450: 2.249958
46460: 2.249545
46470: 2.249132
46480: 2.248720
46490: 2.248307
46500: 2.247895
46510: 2.247483
46520: 2.247071
46530: 2.246659
46540: 2.246248
46550: 2.245836
46560: 2.245425
46570: 2.245013
46580: 2.244602
46590: 2.244192
46600: 2.243781
46610: 2.243370
46620: 2.242960
46630: 2.242550
46640: 2.242139
46650: 2.241729
46660: 2.241320
46670: 2.240910
46680: 2.240501
46690: 2.240091
46700: 2.239682
46710: 2.239273
46720: 2.238864
46730: 2.238455
46740: 2.238047
46750: 2.237638
46760: 2.237230
46770: 2.236822
46780: 2.236414
46790: 2.236006
46800: 2.235598
46810: 2.235191
46820: 2.234783
46830: 2.234376
46840: 2.233969
46850: 2.233562
46860: 2.233155
46870: 2.232749
46880: 2.232342
46890: 2.231936
46900: 2.231530
46910: 2.231124
46920: 2.230718
46930: 2.230312
46940: 2.229906
46950: 2.229501
46960: 2.229096
46970: 2.228691
46980: 2.228286
46990: 2.227881
47000: 2.227476
47010: 2.227072
47020: 2.226667
47030: 2.226263
47040: 2.225859
47050: 2.225455
47060: 2.225051
47070: 2.224648
47080: 2.224244
47090: 2.223841
47100: 2.223438
47110: 2.223034
47120: 2.222631
47130: 2.222229
47140: 2.221826
47150: 2.221424
47160: 2.221021
47170: 2.220619
47180: 2.220217
47190: 2.219815
47200: 2.219414
47210: 2.219012
47220: 2.218611
47230: 2.218209
47240: 2.217808
47250: 2.217407
47260: 2.217006
47270: 2.216606
47280: 2.216205
47290: 2.215805
47300: 2.215405
47310: 2.215004
47320: 2.214604
47330: 2.214205
47340: 2.213805
47350: 2.213405
47360: 2.213006
47370: 2.212607
47380: 2.212208
47390: 2.211809
47400: 2.211410
47410: 2.211011
47420: 2.210613
47430: 2.210214
47440: 2.209816
47450: 2.209418
47460: 2.209020
47470: 2.208622
47480: 2.208225
47490: 2.207828
47500: 2.207430
47510: 2.207033
47520: 2.206636
47530: 2.206239
47540: 2.205842
47550: 2.205446
47560: 2.205049
47570: 2.204653
47580: 2.204257
47590: 2.203861
47600: 2.203465
47610: 2.203069
47620: 2.202673
47630: 2.202278
47640: 2.201883
47650: 2.201488
47660: 2.201092
47670: 2.200698
47680: 2.200303
47690: 2.199908
47700: 2.199514
47710: 2.199120
47720: 2.198725
47730: 2.198331
47740: 2.197937
47750: 2.197544
47760: 2.197150
47770: 2.196757
47780: 2.196363
47790: 2.195970
47800: 2.195577
47810: 2.195184
47820: 2.194792
47830: 2.194399
47840: 2.194007
47850: 2.193614
47860: 2.193222
47870: 2.192830
47880: 2.192438
47890: 2.192047
47900: 2.191655
47910: 2.191263
47920: 2.190872
47930: 2.190481
47940: 2.190090
47950: 2.189699
47960: 2.189308
47970: 2.188918
47980: 2.188527
47990: 2.188137
48000: 2.187747
48010: 2.187357
48020: 2.186967
48030: 2.186577
48040: 2.186188
48050: 2.185798
48060: 2.185409
48070: 2.185019
48080: 2.184630
48090: 2.184242
48100: 2.183853
48110: 2.183464
48120: 2.183076
48130: 2.182687
48140: 2.182299
48150: 2.181911
48160: 2.181523
48170: 2.181135
48180: 2.180748
48190: 2.180360
48200: 2.179973
48210: 2.179585
48220: 2.179199
48230: 2.178812
48240: 2.178425
48250: 2.178038
48260: 2.177651
48270: 2.177265
48280: 2.176879
48290: 2.176493
48300: 2.176107
48310: 2.175721
48320: 2.175335
48330: 2.174950
48340: 2.174564
48350: 2.174179
48360: 2.173794
48370: 2.173409
48380: 2.173024
48390: 2.172639
48400: 2.172255
48410: 2.171870
48420: 2.171486
48430: 2.171102
48440: 2.170718
48450: 2.170334
48460: 2.169950
48470: 2.169566
48480: 2.169183
48490: 2.168800
48500: 2.168416
48510: 2.168033
48520: 2.167650
48530: 2.167268
48540: 2.166885
48550: 2.166502
48560: 2.166120
48570: 2.165738
48580: 2.165355
48590: 2.164973
48600: 2.164592
48610: 2.164210
48620: 2.163828
48630: 2.163447
48640: 2.163066
48650: 2.162684
48660: 2.162303
48670: 2.161922
48680: 2.161542
48690: 2.161161
48700: 2.160781
48710: 2.160400
48720: 2.160020
48730: 2.159640
48740: 2.159260
48750: 2.158880
48760: 2.158501
48770: 2.158121
48780: 2.157742
48790: 2.157362
48800: 2.156983
48810: 2.156604
48820: 2.156225
48830: 2.155847
48840: 2.155468
48850: 2.155090
48860: 2.154711
48870: 2.154333
48880: 2.153955
48890: 2.153577
48900: 2.153199
48910: 2.152822
48920: 2.152444
48930: 2.152067
48940: 2.151690
48950: 2.151312
48960: 2.150935
48970: 2.150558
48980: 2.150182
48990: 2.149805
49000: 2.149429
49010: 2.149053
49020: 2.148676
49030: 2.148300
49040: 2.147924
49050: 2.147549
49060: 2.147173
49070: 2.146798
49080: 2.146422
49090: 2.146047
49100: 2.145672
49110: 2.145297
49120: 2.144922
49130: 2.144547
49140: 2.144173
49150: 2.143798
49160: 2.143424
49170: 2.143050
49180: 2.142676
49190: 2.142302
49200: 2.141928
49210: 2.141554
49220: 2.141181
49230: 2.140807
49240: 2.140434
49250: 2.140061
49260: 2.139688
49270: 2.139315
49280: 2.138942
49290: 2.138570
49300: 2.138197
49310: 2.137825
49320: 2.137453
49330: 2.137081
49340: 2.136709
49350: 2.136337
49360: 2.135965
49370: 2.135594
49380: 2.135222
49390: 2.134851
49400: 2.134480
49410: 2.134109
49420: 2.133738
49430: 2.133367
49440: 2.132997
49450: 2.132626
49460: 2.132256
49470: 2.131886
49480: 2.131516
49490: 2.131145
49500: 2.130776
49510: 2.130406
49520: 2.130036
49530: 2.129667
49540: 2.129298
49550: 2.128928
49560: 2.128559
49570: 2.128190
49580: 2.127821
49590: 2.127453
49600: 2.127084
49610: 2.126716
49620: 2.126348
49630: 2.125979
49640: 2.125612
49650: 2.125244
49660: 2.124876
49670: 2.124508
49680: 2.124141
49690: 2.123773
49700: 2.123406
49710: 2.123039
49720: 2.122672
49730: 2.122305
49740: 2.121938
49750: 2.121572
49760: 2.121205
49770: 2.120839
49780: 2.120472
49790: 2.120106
49800: 2.119740
49810: 2.119375
49820: 2.119009
49830: 2.118643
49840: 2.118278
49850: 2.117913
49860: 2.117547
49870: 2.117182
49880: 2.116817
49890: 2.116452
49900: 2.116088
49910: 2.115723
49920: 2.115359
49930: 2.114994
49940: 2.114630
49950: 2.114266
49960: 2.113902
49970: 2.113538
49980: 2.113175
49990: 2.112811
50000: 2.112448
50010: 2.112084
50020: 2.111721
50030: 2.111358
50040: 2.110995
50050: 2.110632
50060: 2.110270
50070: 2.109907
50080: 2.109545
50090: 2.109182
50100: 2.108820
50110: 2.108458
50120: 2.108096
50130: 2.107734
50140: 2.107373
50150: 2.107011
50160: 2.106650
50170: 2.106289
50180: 2.105927
50190: 2.105567
50200: 2.105206
50210: 2.104845
50220: 2.104484
50230: 2.104124
50240: 2.103763
50250: 2.103403
50260: 2.103043
50270: 2.102683
50280: 2.102323
50290: 2.101963
50300: 2.101603
50310: 2.101244
50320: 2.100884
50330: 2.100525
50340: 2.100166
50350: 2.099807
50360: 2.099448
50370: 2.099089
50380: 2.098731
50390: 2.098372
50400: 2.098014
50410: 2.097655
50420: 2.097297
50430: 2.096939
50440: 2.096581
50450: 2.096223
50460: 2.095866
50470: 2.095508
50480: 2.095151
50490: 2.094794
50500: 2.094436
50510: 2.094079
50520: 2.093722
50530: 2.093365
50540: 2.093009
50550: 2.092652
50560: 2.092296
50570: 2.091939
50580: 2.091583
50590: 2.091227
50600: 2.090871
50610: 2.090515
50620: 2.090160
50630: 2.089804
50640: 2.089449
50650: 2.089093
50660: 2.088738
50670: 2.088383
50680: 2.088028
50690: 2.087673
50700: 2.087319
50710: 2.086964
50720: 2.086609
50730: 2.086255
50740: 2.085901
50750: 2.085547
50760: 2.085193
50770: 2.084839
50780: 2.084485
50790: 2.084131
50800: 2.083778
50810: 2.083425
50820: 2.083071
50830: 2.082718
50840: 2.082365
50850: 2.082012
50860: 2.081660
50870: 2.081307
50880: 2.080954
50890: 2.080602
50900: 2.080250
50910: 2.079897
50920: 2.079545
50930: 2.079194
50940: 2.078842
50950: 2.078490
50960: 2.078138
50970: 2.077787
50980: 2.077435
50990: 2.077085
51000: 2.076733
51010: 2.076382
51020: 2.076031
51030: 2.075681
51040: 2.075330
51050: 2.074980
51060: 2.074629
51070: 2.074279
51080: 2.073929
51090: 2.073579
51100: 2.073229
51110: 2.072879
51120: 2.072530
51130: 2.072180
51140: 2.071831
51150: 2.071481
51160: 2.071132
51170: 2.070783
51180: 2.070434
51190: 2.070086
51200: 2.069737
51210: 2.069388
51220: 2.069040
51230: 2.068691
51240: 2.068343
51250: 2.067995
51260: 2.067647
51270: 2.067299
51280: 2.066952
51290: 2.066604
51300: 2.066256
51310: 2.065909
51320: 2.065562
51330: 2.065214
51340: 2.064867
51350: 2.064521
51360: 2.064174
51370: 2.063827
51380: 2.063480
51390: 2.063134
51400: 2.062788
51410: 2.062442
51420: 2.062095
51430: 2.061749
51440: 2.061404
51450: 2.061058
51460: 2.060712
51470: 2.060367
51480: 2.060021
51490: 2.059676
51500: 2.059331
51510: 2.058986
51520: 2.058641
51530: 2.058296
51540: 2.057951
51550: 2.057607
51560: 2.057262
51570: 2.056918
51580: 2.056574
51590: 2.056230
51600: 2.055886
51610: 2.055542
51620: 2.055198
51630: 2.054855
51640: 2.054511
51650: 2.054168
51660: 2.053824
51670: 2.053481
51680: 2.053138
51690: 2.052795
51700: 2.052452
51710: 2.052110
51720: 2.051767
51730: 2.051425
51740: 2.051082
51750: 2.050740
51760: 2.050398
51770: 2.050056
51780: 2.049714
51790: 2.049372
51800: 2.049031
51810: 2.048689
51820: 2.048347
51830: 2.048006
51840: 2.047665
51850: 2.047324
51860: 2.046983
51870: 2.046642
51880: 2.046301
51890: 2.045961
51900: 2.045620
51910: 2.045280
51920: 2.044940
51930: 2.044599
51940: 2.044259
51950: 2.043919
51960: 2.043580
51970: 2.043240
51980: 2.042900
51990: 2.042561
52000: 2.042221
52010: 2.041882
52020: 2.041543
52030: 2.041204
52040: 2.040865
52050: 2.040526
52060: 2.040188
52070: 2.039849
52080: 2.039510
52090: 2.039172
52100: 2.038834
52110: 2.038496
52120: 2.038158
52130: 2.037820
52140: 2.037482
52150: 2.037144
52160: 2.036807
52170: 2.036469
52180: 2.036132
52190: 2.035795
52200: 2.035458
52210: 2.035121
52220: 2.034784
52230: 2.034447
52240: 2.034111
52250: 2.033774
52260: 2.033437
52270: 2.033101
52280: 2.032765
52290: 2.032429
52300: 2.032093
52310: 2.031757
52320: 2.031421
52330: 2.031086
52340: 2.030750
52350: 2.030415
52360: 2.030080
52370: 2.029744
52380: 2.029409
52390: 2.029074
52400: 2.028739
52410: 2.028405
52420: 2.028070
52430: 2.027735
52440: 2.027401
52450: 2.027067
52460: 2.026733
52470: 2.026399
52480: 2.026065
52490: 2.025731
52500: 2.025397
52510: 2.025064
52520: 2.024730
52530: 2.024397
52540: 2.024063
52550: 2.023730
52560: 2.023397
52570: 2.023064
52580: 2.022731
52590: 2.022398
52600: 2.022066
52610: 2.021733
52620: 2.021401
52630: 2.021069
52640: 2.020736
52650: 2.020404
52660: 2.020072
52670: 2.019741
52680: 2.019409
52690: 2.019077
52700: 2.018746
52710: 2.018414
52720: 2.018083
52730: 2.017752
52740: 2.017421
52750: 2.017090
52760: 2.016759
52770: 2.016428
52780: 2.016098
52790: 2.015767
52800: 2.015437
52810: 2.015106
52820: 2.014776
52830: 2.014446
52840: 2.014116
52850: 2.013786
52860: 2.013456
52870: 2.013127
52880: 2.012797
52890: 2.012468
52900: 2.012138
52910: 2.011809
52920: 2.011480
52930: 2.011151
52940: 2.010822
52950: 2.010494
52960: 2.010165
52970: 2.009836
52980: 2.009508
52990: 2.009179
53000: 2.008851
53010: 2.008523
53020: 2.008195
53030: 2.007867
53040: 2.007539
53050: 2.007211
53060: 2.006884
53070: 2.006557
53080: 2.006229
53090: 2.005902
53100: 2.005575
53110: 2.005248
53120: 2.004921
53130: 2.004594
53140: 2.004267
53150: 2.003941
53160: 2.003614
53170: 2.003288
53180: 2.002961
53190: 2.002635
53200: 2.002309
53210: 2.001983
53220: 2.001657
53230: 2.001332
53240: 2.001006
53250: 2.000680
53260: 2.000355
53270: 2.000030
53280: 1.999704
53290: 1.999379
53300: 1.999054
53310: 1.998729
53320: 1.998405
53330: 1.998080
53340: 1.997755
53350: 1.997431
53360: 1.997106
53370: 1.996782
53380: 1.996458
53390: 1.996134
53400: 1.995810
53410: 1.995486
53420: 1.995162
53430: 1.994839
53440: 1.994515
53450: 1.994192
53460: 1.993869
53470: 1.993545
53480: 1.993222
53490: 1.992899
53500: 1.992576
53510: 1.992254
53520: 1.991931
53530: 1.991608
53540: 1.991286
53550: 1.990964
53560: 1.990641
53570: 1.990319
53580: 1.989997
53590: 1.989675
53600: 1.989353
53610: 1.989032
53620: 1.988710
53630: 1.988389
53640: 1.988067
53650: 1.987746
53660: 1.987425
53670: 1.987104
53680: 1.986783
53690: 1.986462
53700: 1.986141
53710: 1.985820
53720: 1.985500
53730: 1.985179
53740: 1.984859
53750: 1.984539
53760: 1.984219
53770: 1.983899
53780: 1.983579
53790: 1.983259
53800: 1.982939
53810: 1.982619
53820: 1.982300
53830: 1.981981
53840: 1.981661
53850: 1.981342
53860: 1.981023
53870: 1.980704
53880: 1.980385
53890: 1.980066
53900: 1.979748
53910: 1.979429
53920: 1.979110
53930: 1.978792
53940: 1.978474
53950: 1.978156
53960: 1.977838
53970: 1.977520
53980: 1.977202
53990: 1.976884
54000: 1.976566
54010: 1.976249
54020: 1.975931
54030: 1.975614
54040: 1.975297
54050: 1.974980
54060: 1.974663
54070: 1.974346
54080: 1.974029
54090: 1.973712
54100: 1.973396
54110: 1.973079
54120: 1.972763
54130: 1.972446
54140: 1.972130
54150: 1.971814
54160: 1.971498
54170: 1.971182
54180: 1.970866
54190: 1.970551
54200: 1.970235
54210: 1.969919
54220: 1.969604
54230: 1.969289
54240: 1.968974
54250: 1.968659
54260: 1.968344
54270: 1.968029
54280: 1.967714
54290: 1.967399
54300: 1.967085
54310: 1.966770
54320: 1.966456
54330: 1.966142
54340: 1.965827
54350: 1.965513
54360: 1.965199
54370: 1.964885
54380: 1.964572
54390: 1.964258
54400: 1.963945
54410: 1.963631
54420: 1.963318
54430: 1.963004
54440: 1.962691
54450: 1.962378
54460: 1.962065
54470: 1.961752
54480: 1.961440
54490: 1.961127
54500: 1.960814
54510: 1.960502
54520: 1.960190
54530: 1.959877
54540: 1.959565
54550: 1.959253
54560: 1.958941
54570: 1.958629
54580: 1.958318
54590: 1.958006
54600: 1.957695
54610: 1.957383
54620: 1.957072
54630: 1.956761
54640: 1.956449
54650: 1.956138
54660: 1.955827
54670: 1.955517
54680: 1.955206
54690: 1.954895
54700: 1.954585
54710: 1.954274
54720: 1.953964
54730: 1.953654
54740: 1.953343
54750: 1.953033
54760: 1.952723
54770: 1.952414
54780: 1.952104
54790: 1.951794
54800: 1.951485
54810: 1.951175
54820: 1.950866
54830: 1.950557
54840: 1.950247
54850: 1.949938
54860: 1.949629
54870: 1.949321
54880: 1.949012
54890: 1.948703
54900: 1.948395
54910: 1.948086
54920: 1.947778
54930: 1.947470
54940: 1.947161
54950: 1.946853
54960: 1.946545
54970: 1.946237
54980: 1.945930
54990: 1.945622
55000: 1.945314
